player_name,season_injured,injury,injured_since,injured_until,duration,games_missed,club
Cameron Carter-Vickers,2018-2019,Groin Injury,2018-08-02,2018-08-31,29 days,3.0,Spurs
Cameron Carter-Vickers,2016-2017,Knee Injury,2017-04-13,2017-04-30,17 days,4.0,Bournemouth
Danny Rose,2018-2019,Groin Strain,2018-10-06,2018-11-24,49 days,9.0,Spurs
Danny Rose,2017-2018,Knee Problems,2017-12-28,2018-01-30,33 days,6.0,Spurs
Danny Rose,2017-2018,Medial Collateral Ligament Knee Injury,2017-01-30,2017-10-17,260 days,33.0,Spurs
Danny Rose,2016-2017,Hamstring Injury,2016-09-05,2016-10-03,28 days,7.0,Spurs
Ben Davies,2022-2023,Knee Injury,2022-09-15,2022-10-03,18 days,2.0,Spurs
Ben Davies,2021-2022,Thigh Muscle Strain,2022-03-28,2022-03-31,3 days,,Spurs
Ben Davies,2021-2022,Ill,2021-10-04,2021-10-11,7 days,,Spurs
Ben Davies,2020-2021,Shinbone injury,2021-03-22,2021-05-31,70 days,10.0,Spurs
Ben Davies,2019-2020,Ankle Injury,2019-11-21,2020-02-10,81 days,19.0,Spurs
Ben Davies,2019-2020,Groin Injury,2019-08-08,2019-08-19,11 days,2.0,Spurs
Ben Davies,2018-2019,Groin Strain,2019-01-24,2019-02-25,32 days,7.0,Spurs
Ben Davies,2017-2018,Ill,2017-10-09,2017-10-23,14 days,3.0,Spurs
Ben Davies,2016-2017,Ankle Injury,2016-10-31,2016-12-12,42 days,8.0,Spurs
Kyle Walker,2022-2023,Fitness,2022-11-18,2022-11-22,4 days,,Man City
Kyle Walker,2022-2023,Groin Injury,2022-10-03,2022-11-17,45 days,11.0,Man City
Kyle Walker,2020-2021,Knock,2021-01-21,2021-01-25,4 days,1.0,Man City
Kyle Walker,2020-2021,Corona virus,2020-12-21,2021-01-04,14 days,3.0,Man City
Kyle Walker,2019-2020,Knock,2019-10-07,2019-10-28,21 days,3.0,Man City
Kyle Walker,2018-2019,Groin Injury,2018-10-15,2018-10-25,10 days,2.0,Spurs
Kyle Walker,2018-2019,Knock,2018-07-02,2018-07-09,7 days,,Spurs
Kyle Walker,2016-2017,Ankle Injury,2017-05-15,2017-06-01,17 days,2.0,Spurs
Kieran Trippier,2021-2022,Metatarsal Fracture,2022-02-13,2022-05-01,77 days,13.0,Newcastle
Kieran Trippier,2018-2019,Strain in the thigh and gluteal muscles,2019-03-03,2019-03-22,19 days,2.0,Spurs
Kieran Trippier,2018-2019,Groin Strain,2018-11-10,2018-12-13,33 days,7.0,Spurs
Kieran Trippier,2018-2019,Bruise,2018-08-01,2018-08-17,16 days,1.0,Spurs
Kieran Trippier,2017-2018,Ankle Injury,2017-08-05,2017-08-19,14 days,1.0,Spurs
Kyle Walker-Peters,2022-2023,Hamstring Injury,2023-02-01,2023-02-13,12 days,2.0,Southampton
Kyle Walker-Peters,2022-2023,Hamstring Injury,2022-10-19,2023-12-04,411 days,36.0,Southampton
Kyle Walker-Peters,2021-2022,Corona virus,2022-01-07,2022-01-14,7 days,2.0,Southampton
Kyle Walker-Peters,2020-2021,Thigh Muscle Strain,2021-01-24,2021-02-10,17 days,4.0,Southampton
Kyle Walker-Peters,2019-2020,Calf Injury,2020-02-16,2020-02-28,12 days,1.0,Southampton
Kyle Walker-Peters,2019-2020,Thigh Muscle Strain,2019-08-26,2019-09-17,22 days,2.0,Spurs
Kyle Walker-Peters,2017-2018,Hamstring Injury,2018-03-28,2018-04-28,31 days,5.0,Spurs
Victor Wanyama,2019-2020,Knee Injury,2019-08-08,2019-08-09,1 days,,Spurs
Victor Wanyama,2018-2019,Strain,2019-05-10,2019-05-11,1 days,,Spurs
Victor Wanyama,2018-2019,Knee Injury,2018-11-23,2019-01-27,65 days,18.0,Spurs
Victor Wanyama,2018-2019,Knee Injury,2018-11-01,2018-11-09,8 days,2.0,Spurs
Victor Wanyama,2018-2019,Hamstring Injury,2018-10-15,2018-10-23,8 days,1.0,Spurs
Victor Wanyama,2018-2019,Knee Problems,2018-07-29,2018-09-01,34 days,3.0,Southampton
Victor Wanyama,2017-2018,Cartilage Damage,2017-08-21,2018-01-01,133 days,26.0,Southampton
Harry Winks,2020-2021,Knock,2020-11-19,2020-11-25,6 days,1.0,Spurs
Harry Winks,2019-2020,Ankle Injury,2019-12-06,2019-12-14,8 days,2.0,Spurs
Harry Winks,2018-2019,Groin Surgery,2019-04-13,2019-05-31,48 days,9.0,Spurs
Harry Winks,2018-2019,Groin Injury,2019-03-01,2019-04-03,33 days,5.0,Spurs
Harry Winks,2017-2018,Ankle Injury,2018-03-20,2018-08-17,150 days,10.0,Spurs
Harry Winks,2017-2018,Ankle Injury,2018-01-05,2018-02-03,29 days,5.0,Spurs
Harry Winks,2017-2018,Ill,2017-11-25,2017-11-29,4 days,2.0,Spurs
Harry Winks,2017-2018,Ankle Injury,2017-11-06,2017-11-13,7 days,,Spurs
Christian Eriksen,2022-2023,Ankle Injury,2023-01-29,2023-04-30,91 days,25.0,Man Utd
Christian Eriksen,2020-2021,Heart Condition,2021-06-13,2022-01-31,232 days,,Spurs
Christian Eriksen,2019-2020,Strain,2019-10-16,2019-10-21,5 days,1.0,Spurs
Christian Eriksen,2018-2019,Abdominal Strain,2018-09-22,2018-10-20,28 days,6.0,Spurs
Moussa Sissoko,2019-2020,Knee Surgery,2020-01-02,2020-03-20,78 days,15.0,Spurs
Moussa Sissoko,2018-2019,Groin Injury,2019-04-19,2019-04-29,10 days,3.0,Spurs
Moussa Sissoko,2018-2019,Groin Strain,2019-01-13,2019-01-29,16 days,4.0,Spurs
Moussa Sissoko,2018-2019,Knock,2018-12-24,2018-12-25,1 days,,Spurs
Moussa Sissoko,2018-2019,Hamstring Injury,2018-08-28,2018-09-26,29 days,5.0,Newcastle
Moussa Sissoko,2018-2019,Hamstring Injury,2018-07-29,2018-08-10,12 days,,Spurs
Nabil Bentaleb,2016-2017,Ankle Injury,2017-06-08,2017-06-08,0 days,,Spurs
Nabil Bentaleb,2016-2017,Abdominal Influenza,2017-02-13,2017-02-16,3 days,1.0,Spurs
Nabil Bentaleb,2016-2017,Influenza,2016-12-08,2016-12-08,0 days,1.0,Spurs
Mousa Dembélé,2018-2019,Ankle Injury,2018-11-03,2019-01-13,71 days,18.0,Spurs
Mousa Dembélé,2018-2019,Thigh Problems,2018-09-29,2018-10-20,21 days,4.0,Spurs
Mousa Dembélé,2017-2018,Bruised Ankle,2017-09-19,2017-10-22,33 days,7.0,Spurs
Mousa Dembélé,2016-2017,Unknown Injury,2016-09-18,2016-10-02,14 days,5.0,Spurs
Ryan Mason,2016-2017,Fractured Skull,2017-01-22,2018-02-13,387 days,,Spurs
Tom Carroll,2018-2019,Hip Injury,2019-03-29,2019-06-01,64 days,18.0,Aston Villa
Tom Carroll,2018-2019,Hip problems,2019-03-08,2019-03-12,4 days,1.0,Swansea
Tom Carroll,2018-2019,Hip problems,2019-02-03,2019-02-27,24 days,4.0,Aston Villa
Tom Carroll,2018-2019,Hip Injury,2018-11-12,2019-01-30,79 days,14.0,Aston Villa
Tom Carroll,2018-2019,Hip problems,2018-10-24,2018-11-08,15 days,2.0,Swansea
Tom Carroll,2018-2019,Hip Injury,2018-09-02,2018-09-21,19 days,2.0,Swansea
Josh Onomah,2021-2022,Knock,2021-09-11,2021-09-16,5 days,2.0,Fulham
Josh Onomah,2020-2021,Fitness,2020-12-06,2021-01-01,26 days,4.0,Fulham
Josh Onomah,2020-2021,Knee Injury,2020-10-03,2020-12-06,64 days,8.0,Fulham
Josh Onomah,2019-2020,Fitness,2020-04-28,2020-06-26,59 days,1.0,Fulham
Josh Onomah,2019-2020,Knee Surgery,2020-02-20,2020-04-27,67 days,4.0,Fulham
Josh Onomah,2019-2020,Ill,2019-12-30,2020-01-03,4 days,1.0,Fulham
Josh Onomah,2019-2020,Fitness,2019-08-09,2019-08-25,16 days,4.0,Fulham
Josh Onomah,2018-2019,Knee Injury,2018-07-14,2018-08-23,40 days,2.0,Spurs
Dele Alli,2020-2021,tendon irritation,2021-01-22,2021-02-09,18 days,5.0,Spurs
Dele Alli,2019-2020,Muscle Injury,2020-07-03,2020-07-25,22 days,5.0,Spurs
Dele Alli,2019-2020,Hamstring Injury,2019-08-04,2019-08-31,27 days,3.0,Spurs
Dele Alli,2018-2019,Fractured Hand,2019-04-10,2019-04-15,5 days,1.0,Spurs
Dele Alli,2018-2019,Thigh Muscle Strain,2019-01-20,2019-03-09,48 days,12.0,Spurs
Dele Alli,2018-2019,Hamstring Injury,2018-12-24,2018-12-28,4 days,1.0,Spurs
Dele Alli,2018-2019,Hamstring Injury,2018-09-28,2018-10-29,31 days,6.0,Spurs
Dele Alli,2018-2019,Hamstring Injury,2018-09-08,2018-09-22,14 days,3.0,Spurs
Dele Alli,2018-2019,Strain,2018-07-04,2018-07-06,2 days,,Spurs
Heung-min Son,2022-2023,Facial Fracture,2022-11-02,2022-11-20,18 days,3.0,Spurs
Heung-min Son,2021-2022,Hamstring Injury,2022-01-06,2022-02-03,28 days,4.0,Spurs
Heung-min Son,2021-2022,Calf Strain,2021-09-06,2021-09-20,14 days,3.0,Spurs
Heung-min Son,2020-2021,Hamstring Injury,2021-03-15,2021-04-05,21 days,3.0,Spurs
Heung-min Son,2020-2021,Hamstring Injury,2020-09-28,2020-10-05,7 days,3.0,Spurs
Heung-min Son,2019-2020,Fractured Arm,2020-02-17,2020-04-30,73 days,6.0,Spurs
Heung-min Son,2018-2019,Calf Injury,2019-01-31,2019-02-04,4 days,1.0,Spurs
Heung-min Son,2017-2018,Hand fracture,2017-06-15,2017-08-14,60 days,1.0,Spurs
Georges-Kevin N'Koudou,2017-2018,Foot Injury,2017-08-01,2017-09-16,46 days,6.0,Spurs
Erik Lamela,2020-2021,Calf Injury,2020-11-03,2020-12-26,53 days,12.0,Spurs
Erik Lamela,2019-2020,Groin Injury,2020-02-03,2020-02-18,15 days,2.0,Spurs
Erik Lamela,2019-2020,Hamstring Injury,2019-10-23,2019-12-25,63 days,12.0,Spurs
Erik Lamela,2018-2019,Strain,2019-03-10,2019-05-11,62 days,11.0,Spurs
Erik Lamela,2018-2019,Calf Injury,2018-12-27,2019-01-12,16 days,4.0,Spurs
Erik Lamela,2018-2019,Strain,2018-11-29,2018-12-14,15 days,4.0,Spurs
Erik Lamela,2018-2019,Hamstring Injury,2018-08-27,2018-09-14,18 days,2.0,Spurs
Erik Lamela,2018-2019,Knock,2018-07-26,2018-08-17,22 days,1.0,Spurs
Erik Lamela,2016-2017,Hip Injury,2016-10-24,2017-11-16,388 days,57.0,Spurs
Harry Kane,2020-2021,Ankle Injury,2021-04-16,2021-04-22,6 days,2.0,Spurs
Harry Kane,2020-2021,Ankle Injury,2021-01-29,2021-02-05,7 days,2.0,Spurs
Harry Kane,2020-2021,Unknown Injury,2020-11-30,2020-12-05,5 days,1.0,Spurs
Harry Kane,2019-2020,Fitness,2020-03-09,2020-04-01,23 days,1.0,Spurs
Harry Kane,2019-2020,Thigh muscle rupture,2020-01-02,2020-03-09,67 days,14.0,Spurs
Harry Kane,2019-2020,Ill,2019-11-01,2019-11-04,3 days,1.0,Spurs
Harry Kane,2018-2019,Ligament Injury,2019-04-10,2019-05-31,51 days,9.0,Spurs
Harry Kane,2018-2019,Torn Ankle Ligament,2019-01-14,2019-02-23,40 days,8.0,Spurs
Harry Kane,2018-2019,Back Injury,2018-07-04,2018-07-06,2 days,,Spurs
Harry Kane,2017-2018,Ankle Injury,2018-03-12,2018-04-01,20 days,2.0,Spurs
Harry Kane,2017-2018,Knee Injury,2017-11-06,2017-11-14,8 days,,Spurs
Harry Kane,2017-2018,Hamstring Injury,2017-10-23,2017-10-30,7 days,2.0,Spurs
Harry Kane,2016-2017,Ankle Injury,2017-03-13,2017-04-06,24 days,3.0,Spurs
Harry Kane,2016-2017,Ankle Injury,2016-09-19,2016-11-07,49 days,11.0,Spurs
Vincent Janssen,2018-2019,Foot Injury,2018-07-01,2019-04-19,292 days,50.0,Spurs
Vincent Janssen,2017-2018,Unknown Injury,2017-11-05,2017-11-15,10 days,,Spurs
David Ospina,2019-2020,Abdominal Influenza,2020-01-25,2020-01-29,4 days,1.0,Arsenal
David Ospina,2016-2017,Back Injury,2017-04-03,2017-04-27,24 days,5.0,Arsenal
Petr Cech,2018-2019,Hamstring Injury,2018-09-29,2018-10-27,28 days,5.0,Arsenal
Petr Cech,2016-2017,Calf Strain,2017-03-18,2017-04-17,30 days,5.0,Arsenal
Emiliano Martínez,2021-2022,Knee Problems,2022-05-20,2022-05-29,9 days,1.0,Aston Villa
Shkodran Mustafi,2020-2021,Muscle Injury,2020-07-19,2020-10-24,97 days,12.0,Arsenal
Shkodran Mustafi,2019-2020,Strain,2020-02-29,2020-03-15,15 days,2.0,Arsenal
Shkodran Mustafi,2019-2020,Ankle Injury,2020-01-29,2020-02-01,3 days,,Arsenal
Shkodran Mustafi,2019-2020,Ankle Injury,2019-11-30,2019-11-30,0 days,,Arsenal
Shkodran Mustafi,2018-2019,Knock,2019-01-02,2019-01-11,9 days,1.0,Arsenal
Shkodran Mustafi,2018-2019,Hamstring Injury,2018-12-08,2018-12-29,21 days,7.0,Arsenal
Shkodran Mustafi,2016-2017,Concussion,2017-05-15,2017-06-08,24 days,3.0,Arsenal
Shkodran Mustafi,2016-2017,Thigh Problems,2017-04-17,2017-05-04,17 days,4.0,Arsenal
Shkodran Mustafi,2016-2017,Hamstring Injury,2016-12-12,2017-01-02,21 days,4.0,Arsenal
Laurent Koscielny,2018-2019,Foot Injury,2019-03-15,2019-04-14,30 days,3.0,Arsenal
Laurent Koscielny,2018-2019,Knee Injury,2019-03-01,2019-03-01,0 days,,Arsenal
Laurent Koscielny,2018-2019,Knock,2019-02-22,2019-02-23,1 days,,Arsenal
Laurent Koscielny,2018-2019,Facial Injury,2019-01-26,2019-02-01,6 days,1.0,Arsenal
Laurent Koscielny,2018-2019,Back Injury,2019-01-06,2019-01-11,5 days,,Arsenal
Laurent Koscielny,2017-2018,Achilles tendon rupture,2018-05-04,2018-11-19,199 days,21.0,Arsenal
Laurent Koscielny,2017-2018,Knock,2018-01-01,2018-01-18,17 days,4.0,Arsenal
Laurent Koscielny,2017-2018,Achilles tendon problems,2017-10-05,2017-10-12,7 days,,Arsenal
Calum Chambers,2019-2020,Cruciate Ligament Rupture,2019-12-29,2020-11-08,315 days,41.0,Arsenal
Calum Chambers,2018-2019,Knock,2018-12-07,2018-12-14,7 days,1.0,Fulham
Calum Chambers,2018-2019,Ankle Injury,2018-10-21,2018-11-05,15 days,3.0,Fulham
Calum Chambers,2017-2018,Hip Injury,2017-09-21,2017-11-18,58 days,11.0,Arsenal
Calum Chambers,2016-2017,Foot Injury,2017-02-20,2017-04-17,56 days,8.0,Middlesbrough
Calum Chambers,2016-2017,Foot Injury,2017-01-26,2017-02-02,7 days,2.0,Middlesbrough
Gabriel Paulista,2016-2017,Knee Injury,2017-05-21,2017-09-06,108 days,4.0,Arsenal
Rob Holding,2021-2022,Fitness,2021-08-01,2021-08-09,8 days,,Arsenal
Rob Holding,2020-2021,Hamstring Injury,2020-10-16,2020-10-30,14 days,4.0,Arsenal
Rob Holding,2019-2020,Knee Injury,2019-11-10,2019-12-31,51 days,10.0,Arsenal
Rob Holding,2018-2019,Cruciate Ligament Rupture,2018-12-05,2019-08-31,269 days,40.0,Arsenal
Per Mertesacker,2016-2017,Knee Injury,2016-07-21,2017-01-27,190 days,32.0,Arsenal
Mathieu Debuchy,2017-2018,Hamstring Injury,2017-08-03,2018-01-31,181 days,,Arsenal
Nacho Monreal,2018-2019,Calf Injury,2019-03-17,2019-03-31,14 days,,Arsenal
Nacho Monreal,2018-2019,Hamstring Injury,2018-12-23,2019-01-11,19 days,4.0,Arsenal
Nacho Monreal,2018-2019,Hamstring Injury,2018-10-21,2018-12-07,47 days,11.0,Arsenal
Nacho Monreal,2018-2019,Knee Injury,2018-07-02,2018-08-17,46 days,1.0,Arsenal
Nacho Monreal,2017-2018,Knock,2018-02-26,2018-03-12,14 days,4.0,Arsenal
Nacho Monreal,2017-2018,Ankle Injury,2017-12-21,2018-01-15,25 days,7.0,Arsenal
Nacho Monreal,2016-2017,Thigh Problems,2016-10-27,2016-11-07,11 days,3.0,Arsenal
Kieran Gibbs,2020-2021,Virus Infection,2020-11-21,2020-12-05,14 days,2.0,West Brom
Kieran Gibbs,2016-2017,Knee Injury,2016-12-26,2017-01-16,21 days,5.0,Arsenal
Héctor Bellerín,2019-2020,Hamstring Injury,2019-12-06,2020-01-14,39 days,9.0,Arsenal
Héctor Bellerín,2019-2020,Hamstring Injury,2019-11-24,2019-12-04,10 days,2.0,Arsenal
Héctor Bellerín,2018-2019,Cruciate Ligament Rupture,2019-01-19,2019-09-16,240 days,31.0,Arsenal
Héctor Bellerín,2018-2019,Calf Strain,2018-12-16,2019-01-11,26 days,7.0,Arsenal
Héctor Bellerín,2018-2019,Muscle Injury,2018-10-29,2018-11-02,4 days,1.0,Arsenal
Héctor Bellerín,2016-2017,Ankle Injury,2017-01-06,2017-01-16,10 days,2.0,Arsenal
Héctor Bellerín,2016-2017,Ankle Injury,2016-11-07,2016-12-10,33 days,7.0,Arsenal
Carl Jenkinson,2019-2020,Ankle Injury,2019-09-01,2020-02-11,163 days,28.0,Nott'm Forest
Carl Jenkinson,2018-2019,Ankle Injury,2018-08-13,2018-10-24,72 days,11.0,Arsenal
Carl Jenkinson,2019-2020,Ankle Injury,2019-09-01,2020-02-11,163 days,28.0,Arsenal
Francis Coquelin,2017-2018,Hamstring Injury,2017-09-09,2017-10-12,33 days,7.0,Arsenal
Francis Coquelin,2017-2018,Ankle Injury,2017-07-29,2017-08-07,9 days,1.0,Arsenal
Francis Coquelin,2016-2017,Hamstring Injury,2017-01-03,2017-01-16,13 days,3.0,Arsenal
Francis Coquelin,2016-2017,Knee Injury,2016-09-27,2016-10-17,20 days,3.0,Arsenal
Mohamed Elneny,2022-2023,Knee Injury,2023-01-14,,79 days,15.0,Arsenal
Mohamed Elneny,2022-2023,Thigh Problems,2022-08-27,2022-11-01,66 days,14.0,Arsenal
Mohamed Elneny,2020-2021,Virus Infection,2020-11-16,2020-11-28,12 days,2.0,Arsenal
Mohamed Elneny,2018-2019,Hamstring Injury,2018-10-30,2018-11-24,25 days,4.0,Arsenal
Mohamed Elneny,2017-2018,Ankle Injury,2018-04-22,2018-05-12,20 days,6.0,Arsenal
Mohamed Elneny,2016-2017,Calf Strain,2017-01-26,2017-02-02,7 days,2.0,Arsenal
Aaron Ramsey,2019-2020,Lumbago,2019-08-28,2019-09-11,14 days,1.0,Arsenal
Aaron Ramsey,2018-2019,Ankle Injury,2018-12-06,2018-12-14,8 days,2.0,Arsenal
Aaron Ramsey,2018-2019,Bruise,2018-09-16,2018-09-22,6 days,1.0,Arsenal
Aaron Ramsey,2018-2019,Calf Injury,2018-07-29,2018-08-11,13 days,,Arsenal
Aaron Ramsey,2017-2018,Groin Injury,2018-03-16,2018-04-01,16 days,1.0,Arsenal
Aaron Ramsey,2017-2018,Hamstring Injury,2017-12-10,2018-01-07,28 days,9.0,Arsenal
Aaron Ramsey,2016-2017,Calf Injury,2017-01-30,2017-03-02,31 days,5.0,Arsenal
Aaron Ramsey,2016-2017,Hamstring Injury,2016-12-05,2016-12-26,21 days,5.0,Arsenal
Aaron Ramsey,2016-2017,Hamstring Injury,2016-08-15,2016-10-24,70 days,12.0,Arsenal
Granit Xhaka,2021-2022,Medial Collateral Ligament Injury,2021-09-27,2021-12-05,69 days,9.0,Arsenal
Granit Xhaka,2019-2020,Ankle Injury,2020-06-18,2020-06-24,6 days,1.0,Arsenal
Granit Xhaka,2019-2020,Concussion,2019-12-09,2019-12-17,8 days,3.0,Arsenal
Granit Xhaka,2019-2020,Back Injury,2019-08-12,2019-08-23,11 days,1.0,Arsenal
Granit Xhaka,2018-2019,Bruised Rib,2019-04-19,2019-04-23,4 days,1.0,Arsenal
Granit Xhaka,2018-2019,Groin Injury,2019-03-28,2019-04-15,18 days,4.0,Arsenal
Granit Xhaka,2018-2019,groin strain,2019-01-30,2019-02-23,24 days,4.0,Arsenal
Granit Xhaka,2017-2018,Bruised Knee,2018-05-31,2018-06-04,4 days,,Arsenal
Granit Xhaka,2017-2018,Flu,2018-04-10,2018-04-15,5 days,2.0,Arsenal
Alex Oxlade-Chamberlain,2022-2023,Hamstring Injury,2022-07-16,2022-10-17,93 days,14.0,Liverpool
Alex Oxlade-Chamberlain,2020-2021,Knee Injury,2020-08-21,2020-12-12,113 days,20.0,Liverpool
Alex Oxlade-Chamberlain,2019-2020,Knock,2020-06-11,2020-06-20,9 days,,Liverpool
Alex Oxlade-Chamberlain,2019-2020,Ankle Injury,2019-12-23,2020-01-04,12 days,3.0,Liverpool
Alex Oxlade-Chamberlain,2019-2020,Head Injury,2019-10-03,2019-10-07,4 days,1.0,Liverpool
Alex Oxlade-Chamberlain,2018-2019,Knock,2019-05-06,2019-05-11,5 days,1.0,Liverpool
Alex Oxlade-Chamberlain,2018-2019,Hamstring Injury,2019-03-09,2019-04-12,34 days,6.0,Liverpool
Alex Oxlade-Chamberlain,2017-2018,Cruciate Ligament Rupture,2018-04-25,2019-03-07,316 days,43.0,Arsenal
Alex Oxlade-Chamberlain,2016-2017,Hamstring Injury,2017-05-10,2017-05-27,17 days,5.0,Arsenal
Jack Wilshere,2020-2021,Calf Injury,2020-09-11,2020-09-22,11 days,4.0,West Ham
Jack Wilshere,2019-2020,Groin Injury,2019-10-23,2020-05-31,221 days,22.0,West Ham
Jack Wilshere,2019-2020,Groin Injury,2019-08-11,2019-08-16,5 days,,West Ham
Jack Wilshere,2018-2019,Ankle Surgery,2018-12-02,2019-04-19,138 days,22.0,West Ham
Jack Wilshere,2018-2019,Ankle Injury,2018-09-09,2018-11-30,82 days,11.0,Bournemouth
Jack Wilshere,2016-2017,Hairline crack in calfbone,2017-04-16,2017-08-06,112 days,1.0,Arsenal
Jack Wilshere,2016-2017,Knee Injury,2016-07-31,2016-08-11,11 days,,Arsenal
Santi Cazorla,2016-2017,Ankle Surgery,2016-10-20,2018-06-30,618 days,103.0,Arsenal
Josh Dasilva,2020-2021,Hip Injury,2021-02-28,2022-02-04,341 days,44.0,Brentford
Ainsley Maitland-Niles,2018-2019,Ill,2019-02-15,2019-03-01,14 days,3.0,Arsenal
Ainsley Maitland-Niles,2018-2019,Knee Injury,2019-01-26,2019-02-08,13 days,2.0,Arsenal
Ainsley Maitland-Niles,2018-2019,Hairline crack in calfbone,2018-08-16,2018-10-25,70 days,12.0,Arsenal
Mesut Özil,2020-2021,Quarantine,2021-01-18,2021-01-25,7 days,1.0,Arsenal
Mesut Özil,2019-2020,Ankle Injury,2019-12-16,2019-12-26,10 days,2.0,Arsenal
Mesut Özil,2019-2020,Ill,2019-08-12,2019-08-19,7 days,1.0,Arsenal
Mesut Özil,2018-2019,Knee Problems,2018-12-27,2019-01-14,18 days,4.0,Arsenal
Mesut Özil,2018-2019,Back trouble,2018-11-29,2018-12-13,14 days,5.0,Arsenal
Mesut Özil,2018-2019,Back Injury,2018-10-04,2018-10-22,18 days,3.0,Arsenal
Mesut Özil,2018-2019,Ill,2018-08-23,2018-09-03,11 days,2.0,Arsenal
Mesut Özil,2017-2018,Knee Problems,2018-06-07,2018-06-18,11 days,,Arsenal
Mesut Özil,2017-2018,Back Injury,2018-05-03,2018-05-31,28 days,4.0,Arsenal
Mesut Özil,2017-2018,Knee inflammation ,2017-09-11,2017-09-21,10 days,3.0,Arsenal
Mesut Özil,2017-2018,Ankle problems,2017-08-03,2017-08-07,4 days,1.0,Arsenal
Mesut Özil,2016-2017,Muscular problems,2017-03-13,2017-03-23,10 days,1.0,Arsenal
Mesut Özil,2016-2017,Ill,2017-02-27,2017-03-06,7 days,1.0,Arsenal
Mesut Özil,2016-2017,Ill,2016-12-29,2017-01-09,11 days,3.0,Arsenal
Alex Iwobi,2019-2020,Hamstring Injury,2019-12-23,2020-01-27,35 days,7.0,Everton
Alex Iwobi,2018-2019,Ankle Injury,2019-02-25,2019-02-26,1 days,,Arsenal
Alex Iwobi,2018-2019,Ill,2018-08-26,2018-09-19,24 days,2.0,Arsenal
Alex Iwobi,2016-2017,Thigh Muscle Strain,2016-08-14,2016-09-10,27 days,4.0,Everton
Theo Walcott,2022-2023,Calf Strain,2022-12-20,2023-01-27,38 days,9.0,Southampton
Theo Walcott,2020-2021,Hamstring Injury,2021-02-01,2021-03-25,52 days,11.0,Southampton
Theo Walcott,2020-2021,Hamstring Injury,2020-11-07,2020-11-22,15 days,,Everton
Theo Walcott,2019-2020,Abdominal Strain,2020-06-08,2020-07-08,30 days,4.0,Everton
Theo Walcott,2019-2020,Knee Injury,2020-02-09,2020-02-28,19 days,1.0,Everton
Theo Walcott,2019-2020,Calf Strain,2019-12-08,2019-12-25,17 days,3.0,Everton
Theo Walcott,2019-2020,Knock,2019-11-24,2019-12-04,10 days,2.0,Everton
Theo Walcott,2019-2020,Head Injury,2019-09-29,2019-10-18,19 days,1.0,Arsenal
Theo Walcott,2018-2019,Ill,2019-04-22,2019-04-26,4 days,,Arsenal
Theo Walcott,2018-2019,Bruised Rib,2018-09-02,2018-09-15,13 days,,Arsenal
Theo Walcott,2016-2017,Calf Strain,2016-12-23,2017-01-27,35 days,6.0,Arsenal
Theo Walcott,2016-2017,Hamstring Injury,2016-10-25,2016-11-06,12 days,4.0,Arsenal
Joel Campbell,2017-2018,Knee Surgery,2017-07-13,2017-10-08,87 days,12.0,Arsenal
Alexis Sánchez,2019-2020,Peroneus tendon injury,2019-10-13,2020-01-05,84 days,14.0,Man Utd
Alexis Sánchez,2018-2019,Ankle Injury,2019-05-05,2019-06-10,36 days,2.0,Man Utd
Alexis Sánchez,2018-2019,Knee Injury,2019-03-02,2019-04-14,43 days,8.0,Man Utd
Alexis Sánchez,2018-2019,Thigh Problems,2019-01-05,2019-01-18,13 days,2.0,Man Utd
Alexis Sánchez,2018-2019,Hamstring Injury,2018-11-29,2018-12-31,32 days,8.0,Man Utd
Alexis Sánchez,2018-2019,Groin Injury,2018-10-21,2018-10-27,6 days,1.0,Man Utd
Alexis Sánchez,2018-2019,Knock,2018-08-17,2018-08-26,9 days,1.0,Arsenal
Alexis Sánchez,2016-2017,Thigh Problems,2016-11-08,2016-11-14,6 days,,Arsenal
Olivier Giroud,2018-2019,Knock,2018-10-29,2018-11-07,9 days,2.0,Arsenal
Olivier Giroud,2017-2018,Hamstring Injury,2017-12-19,2018-01-29,41 days,10.0,Arsenal
Olivier Giroud,2017-2018,Adductor problems,2017-11-12,2017-11-20,8 days,1.0,Arsenal
Olivier Giroud,2016-2017,Thigh Problems,2016-11-27,2016-12-05,8 days,3.0,Arsenal
Olivier Giroud,2016-2017,Toe Injury,2016-09-13,2016-09-21,8 days,3.0,Arsenal
Lucas Pérez,2018-2019,Ankle Injury,2019-01-28,2019-02-03,6 days,1.0,West Ham
Lucas Pérez,2018-2019,Foot Injury,2018-12-09,2018-12-26,17 days,2.0,West Ham
Lucas Pérez,2018-2019,Knock,2018-08-09,2018-08-17,8 days,1.0,West Ham
Lucas Pérez,2017-2018,Hamstring Injury,2017-10-06,2017-10-13,7 days,,Arsenal
Lucas Pérez,2016-2017,Thigh Muscle Strain,2017-03-16,2017-05-01,46 days,8.0,Arsenal
Danny Welbeck,2022-2023,Calf Injury,2023-02-04,2023-02-04,0 days,1.0,Brighton
Danny Welbeck,2022-2023,Unknown Injury,2022-12-23,2023-01-04,12 days,3.0,Brighton
Danny Welbeck,2021-2022,Hamstring Injury,2021-09-27,2021-12-25,89 days,12.0,Brighton
